index,domain
1121,bigbluebutton.fccollege.edu.pk
1122,bigbrand.pk
1123,bigidea.pk
1124,bigowner.pk
1125,biit.edu.pk
1126,bike.com.pk
1127,bikeparts.pk
1128,bikjaa.pk
1129,bikri.pk
1130,bilalfabrics.pk
1131,bilalmarth7.pk
1132,bill.gdnet.com.pk
1133,billing.cloudx.pk
1134,billing.com.pk
1135,billing.fg.com.pk
1136,billing.parkviewcity.com.pk
1137,billpitc.com.pk
1138,bims.edu.pk
1139,binarybreaker.hisabkitab.pk
1140,binarygenes.pk
1141,bincy.pk
1142,binfahad.pk
1143,bingopatti.pk
1144,binhamtravels.pk
1145,binhashimonline.pk
1146,binmushtaq.pk
1147,binsaeed.pk
1148,binsultaan.pk
1149,bioaqua.com.pk
1150,biorange.firestrike.pk
1151,bioshop.pk
1152,bipbs.gob.pk
1153,birdagents.pk
1154,birdsplanet.pk
1155,biryanidelivery.pk
1156,biryaniwala.pk
1157,bis.eit.net.pk
1158,biseatd.edu.pk
1159,biseb.edu.pk
1160,bisebwp.edu.pk
1161,bisebwp.pk
1162,bisedgkhan.edu.pk
1163,bisedik.edu.pk
1164,bisefsd.edu.pk
1165,bisegrw.edu.pk
1166,biseh.edu.pk
1167,bisehyd.edu.pk
1168,bisekt.edu.pk
1169,biselrk.edu.pk
1170,bisemalakand.edu.pk
1171,bisemdn.edu.pk
1172,bisempk.edu.pk
1173,bisemultan.edu.pk
1174,bisep.edu.pk
1175,biserawalpindi.edu.pk
1176,biserwp.edu.pk
1177,bisesahiwal.edu.pk
1178,bisesargodha.edu.pk
1179,bisesba.edu.pk
1180,bisess.edu.pk
1181,bisesuksindh.edu.pk
1182,bisp-8171.pk
1183,bisp.gov.pk
1184,bisp8171cniccheck.pk
1185,bisp8171eligibilitycheck.pk
1186,bisp8171portal.com.pk
1187,bisp8171portal.pk
1188,bispalert.com.pk
1189,bispwebportal.com.pk
1190,bispwebportal.org.pk
1191,bispwebportalonline.pk
1192,bitcoinminer.com.pk
1193,bites4delight.pk
1194,bitesa.pk
1195,bitrix.pk
1196,bixi.pk
1197,biyah.pk
1198,bizapp.callcourier.com.pk
1199,bizline.pk
1200,bizmarketplace.jazz.com.pk
1201,bizztechsolution.pk
1202,bkassociates.pk
1203,bkuc.edu.pk
1204,blackbox.net.pk
1205,blackbox.waada.pk
1206,blackcamels.com.pk
1207,blackmores.pk
1208,blackoptic.pk
1209,blackowl.pk
1210,blackrunner.com.pk
1211,blepgob.org.pk
1212,blingspot.pk
1213,blinkbroadband.pk
1214,blinq.pk
1215,blog.agency21.com.pk
1216,blog.grocerapp.pk
1217,blog.healthwire.pk
1218,blog.landtrack.pk
1219,blog.oracletech.com.pk
1220,blog.smartoption.pk
1221,blog.tractors.pk
1222,blog.vacationsetup.pk
1223,blogpakistan.pk
1224,bloodygaming.pk
1225,bloon.pk
1226,blossom.com.pk
1227,bls.com.pk
1228,blt.com.pk
1229,blu-rays.pk
1230,bluebirdarts.pk
1231,bluecart.pk
1232,blueex.co.pk
1233,bluehosting.pk
1234,bluerinse.pk
1235,blumoon.pk
1236,blxck.pk
1237,bm.visiontech.pk
1238,bms.ivapegreat.com.pk
1239,bn55-game.pk
1240,bn555.com.pk
1241,bnu.edu.pk
1242,boai.smsapp.pk
1243,boardresults.pk
1244,bocs.bankingmohtasib.gov.pk
1245,bodyfocus.pk
1246,bodypiercings.pk
1247,boe.com.pk
1248,bogo.pk
1249,bok.com.pk
1250,boldandbare.pk
1251,boltikitabain.pk
1252,bonafide.pk
1253,bonanza.com.pk
1254,bonbon.pk
1255,bono.pk
1256,book-shelf.pk
1257,bookabook.pk
1258,bookberry.pk
1259,bookeve.pk
1260,booking.dinnerinthesky.pk
1261,booking.glamp.pk
1262,bookmark.pk
1263,bookme.pk
1264,bookmyhotel.com.pk
1265,booknest.pk
1266,bookproperty.pk
1267,booksdelivery.pk
1268,bookshub.pk
1269,booksplus.pk
1270,booksvilla.com.pk
1271,bookworld.pk
1272,boota.pk
1273,bop.com.pk
1274,borjan.com.pk
1275,borsa.pk
1276,bot.cle.org.pk
1277,botanix.pk
1278,boya.com.pk
1279,bpm.jazz.com.pk
1280,bpppa.gob.pk
1281,bppra.gob.pk
1282,bpsc.gob.pk
1283,bqdnh0f59b.qcjkngfdk3.faw22bejxm.pk
1284,bra.gob.pk
1285,brackets.pk
1286,brain.net.pk
1287,brainbooks.pk
1288,brainmusic.pk
1289,braintel.net.pk
1290,branches.pk
1291,brand.t-electronics.com.pk
1292,brandactivation.pk
1293,brandcollection.com.pk
1294,brandedcutpieces.com.pk
1295,brandedge.com.pk
1296,brandedkicks.pk
1297,brandedluggage.com.pk
1298,brandedwatches.pk
1299,brands4less.pk
1300,brands4you.pk
1301,brandsexclusive.com.pk
1302,brandsfame.com.pk
1303,brandspot.pk
1304,branighty.pk
1305,branny.pk
1306,braonline.pk
1307,bravian.edu.pk
1308,bravonutrition.pk
1309,breachit.pk
1310,breakfast.pk
1311,breakin.pk
1312,breakout.com.pk
1313,bridalcollection.pk
1314,bridals.pk
1315,brief.pk
1316,brightgroup.com.pk
1317,brightspark.com.pk
1318,brightvision.edu.pk
1319,brightway.pk
1320,brimburgers.pk
1321,bringit.pk
1322,britishcouncil.pk
1323,brkav.brookes.com.pk
1324,brn.optix.pk
1325,broadband.kkn.com.pk
1326,broadwaypizza.com.pk
1327,broche.pk
1328,brothersagrifarms.com.pk
1329,brownbag.pk
1330,bryon.com.pk
1331,bsca.gob.pk
1332,bsdsb.org.pk
1333,bsecure.pk
1334,bsek.com.pk
1335,bsek.edu.pk
1336,bsekresult.com.pk
1337,bsms.telecard.com.pk
1338,bsweb174.brain.net.pk
1339,btevta.gob.pk
1340,bu.edu.pk
1341,bucket.pk
1342,buckit.pk
1343,budget.webhoster.pk
1344,budgetblinds.pk
1345,buetk.edu.pk
1346,buildinc.pk
1347,buildingbiographies.org.pk
1348,buildspark.pk
1349,buitems.edu.pk
1350,buitms.edu.pk
1351,bundukhan.pk
1352,bundukhansweets.pk
1353,bunkr.pk
1354,bunnys.com.pk
1355,bunyad.lums.edu.pk
1356,burak.net.pk
1357,burgerlab.com.pk
1358,burgeroclock.com.pk
1359,burhanihospital.org.pk
1360,burraq.jazz.com.pk
1361,bushrastore.pk
1362,business.clickncollect.pk
1363,business.farmdar.pk
1364,business.gos.pk
1365,businessbook.pk
1366,businessbrokers.pk
1367,businessemail.pk
1368,businessinsider.pk
1369,businessline.jazz.com.pk
1370,businesslist.pk
1371,businessobserver.pk
1372,businesswala.pk
1373,businessworld.jazz.com.pk
1374,buspro.pk
1375,bustangi.pk
1376,butterfly.com.pk
1377,buy.com.pk
1378,buy2day.pk
1379,buyerhub.pk
1380,buyersinn.pk
1381,buyimported.pk
1382,buyinsurance.pk
1383,buykarlo.pk
1384,buyon.pk
1385,buysolar.pk
1386,buyyourphone.pk
1387,buyzilla.pk
1388,buzz.pk
1389,bvm.zong.com.pk
1390,bwp.wiss.pk
1391,byco-fmc.bosicor.com.pk
1392,byco.com.pk
1393,bykea.pk
1394,byn.zong.com.pk
1395,bzu.edu.pk
1396,caapakistan.com.pk
1397,cabinet.gov.pk
1398,cacti.galaxy.net.pk
1399,caesars.com.pk
1400,caffeine.pk
1401,cakewale.com.pk
1402,calculator.pk
1403,caliber.com.pk
1404,californiapizza.com.pk
1405,caliph.pk
1406,callcourier.com.pk
1407,calza.com.pk
1408,campus.pk
1409,canbebe.com.pk
1410,canny.com.pk
1411,capcutpro.com.pk
1412,capitalmarkets.pk
1413,caplet.pk
1414,capri.com.pk
1415,captainfood.pk
1416,car.net.pk
1417,car4u.com.pk
1418,carbuddy.pk
1419,cardbill.dnt.net.pk
1420,cardiaccare.com.pk
1421,care.master.com.pk
1422,carecosmetics.com.pk
1423,career.csd.gov.pk
1424,career.paf-iast.edu.pk
1425,careerbox.pk
1426,careerjobs2381.com.pk
1427,careerjobs91.com.pk
1428,careermap.pk
1429,careers.bestwayconsultancy.com.pk
1430,careers.hmc.com.pk
1431,careers.namal.edu.pk
1432,careers.tcf.org.pk
1433,careers.zong.com.pk
1434,careers635.com.pk
1435,carestore.pk
1436,caretakers.pk
1437,carezone.pk
1438,cargo.pk
1439,cari.pk
1440,caritas.org.pk
1441,carom.pk
1442,carrefour.pk
1443,carrera.pk
1444,cartco.pk
1445,cartflo.pk
1446,cartonhouse.com.pk
1447,cas.net.pk
1448,cas1.kmu.edu.pk
1449,case.edu.pk
1450,caselaw.shc.gov.pk
1451,caseon.pk
1452,cash1.pk
1453,cashmaster.pk
1454,cashmgmt.albaraka.com.pk
1455,cast.org.pk
1456,casual.gamenow.com.pk
1457,catchnpack.pk
1458,cateringonline.pk
1459,catfootwear.com.pk
1460,cathaypacific.pk
1461,catip.org.pk
1462,cavemanorganics.pk
1463,cba.com.pk
1464,cbdpunjab.gov.pk
1465,cbr.gov.pk
1466,cbs.zong.com.pk
1467,cc.cle.org.pk
1468,ccar.gov.pk
1469,ccbat.com.pk
1470,cch.awt.com.pk
1471,cch.edu.pk
1472,ccit.pk
1473,ccmc.pk
1474,cco.com.pk
1475,ccormara.edu.pk
1476,ccptraffickyc.pk
1477,ccrim.org.pk
1478,ccstore.pk
1479,cda.gov.pk
1480,cdb.tlh.edu.pk
1481,cdcaccess.com.pk
1482,cdn.quizclothing.pk
1483,cdn2.niazitv.pk
1484,cdn5.niazitv.pk
1485,cdn6.niazitv.pk
1486,cdns.pta.gov.pk
1487,cdpl.pk
1488,cdpr.org.pk
1489,cdtc.org.pk
1490,cecos.edu.pk
1491,cedar.edu.pk
1492,cef.org.pk
1493,cejlms.iba.edu.pk
1494,cel.gift.edu.pk
1495,cel.giu.edu.pk
1496,celebjared.pk
1497,celebritynews.pk
1498,celeste.com.pk
1499,celina.pk
1500,cell.pfa.gop.pk
1501,cellmart.pk
1502,census.seld.gos.pk
1503,cent.learntech.pk
1504,central.mbin.pk
1505,centreline.com.pk
1506,centurytown.com.pk
1507,cerave-pakistan.pk
1508,ceraveshop.pk
1509,cerebro.pk
1510,cerp.org.pk
1511,cewre.edu.pk
1512,cfm.verp.pk
1513,cfp.pitc.com.pk
1514,cfstudio.pk
1515,cg1.acme.convergence.pk
1516,cg2.acme.convergence.pk
1517,cga.gov.pk
1518,cgbabyclub.pk
1519,cgpakistan.kpdata.gov.pk
1520,cgpi.pk
1521,ch.uog.edu.pk
1522,chabee.pk
1523,chair.com.pk
1524,chalain.pk
1525,challan.must.edu.pk
1526,chaman.gob.pk
1527,chamra.com.pk
1528,chandtara.pk
1529,changan.com.pk
1530,chantilly.pk
1531,chapter2.pk
1532,charcoal.com.pk
1533,charkha.com.pk
1534,chasedaily.pk
1535,chaseplus.com.pk
1536,chaseup.com.pk
1537,chasevalue.pk
1538,chashmay.com.pk
1539,chashmegul.pk
1540,chashni.pk
1541,chat.allmytech.pk
1542,chat.bls.com.pk
1543,chat.clearpathortho.pk
1544,chat.mcb.com.pk
1545,chat.orient.com.pk
1546,chatgpt.edu.pk
1547,chawli.pk
1548,cheaphost.pk
1549,cheaphosting.pk
1550,cheapvps.pk
1551,check.ptv.com.pk
1552,checkin.pk
1553,checkmepcobill.pk
1554,checksiminfo.com.pk
1555,cheena.pk
1556,cheetah.com.pk
1557,cheetay.pk
1558,chefiality.pk
1559,chemistdirect.pk
1560,chemistry.com.pk
1561,chemx.com.pk
1562,chhipa.pk
1563,chicvogue.pk
1564,chiefapparel.pk
1565,childrenofadam.pk
1566,childrenpublications.com.pk
1567,chilltime.pk
1568,chillzonehvac.com.pk
1569,chinaembassy.zong.com.pk
1570,chinyere.pk
1571,chip.edu.pk
1572,christinecosmetics.pk
1573,chte.gob.pk
1574,chunkncheese.pk
1575,chunnumunnu.pk
1576,ci.landtrack.pk
1577,cibs.comsats.net.pk
1578,ciit.edu.pk
1579,cinegold.com.pk
1580,cinemakick.pk
1581,cinestar.com.pk
1582,cinestar.pk
1583,cip.tdea.pk
1584,circleinternational.com.pk
1585,circuit.pk
1586,cis.nadra.gov.pk
1587,cisepos.pk
1588,citibank.com.pk
1589,citilab.org.pk
1590,citiscience.pk
1591,citizenportal.gov.pk
1592,cits.net.pk
1593,city21.pk
1594,citybook.pk
1595,cityland.pk
1596,citysearch.pk
1597,cityuniversity.edu.pk
1598,civilaviation.gov.pk
1599,civildefence.gov.pk
1600,civilsolutions.pk
1601,clair.pk
1602,clara.pk
1603,clarivateanalytics.com.pk
1604,clarivateanalytics.pk
1605,clasf.pk
1606,class11.pk
1607,class9.pk
1608,classicbedsheet.pk
1609,classifiedads.pk
1610,classnotes.pk
1611,classshop.pk
1612,cleanall.pk
1613,cleangreen.gov.pk
1614,clearpathortho.pk
1615,cleko.com.pk
1616,click.e.dettol.pk
1617,click.gos.pk
1618,click.notification.nestle.pk
1619,clickable.pk
1620,clickbroadband.net.pk
1621,clickbroadband.pk
1622,clickmobile.pk
1623,clickncollect.pk
1624,clicknget.pk
1625,clicknorder.pk
1626,clickone.pk
1627,clicky.pk
1628,clickybridge.clicky.pk
1629,client.imarat.com.pk
1630,clientarea.host.com.pk
1631,clients.cloudservers.pk
1632,clientsportal.pk
1633,climate.gov.pk
1634,clinical.merisehat.pk
1635,clinix.com.pk
1636,cll.com.pk
1637,clothinginn.com.pk
1638,clothzilla.pk
1639,cloud.aptma.org.pk
1640,cloud.brsp.org.pk
1641,cloud.e.dettol.pk
1642,cloud.garajdrive.com.pk
1643,cloud.goodlife.pk
1644,cloud.jazzdrive.com.pk
1645,cloud.kips.edu.pk
1646,cloud.lazienda.com.pk
1647,cloud.mylighting.com.pk
1648,cloud.notification.nestle.pk
1649,cloud.onecloud.com.pk
1650,cloud.qau.edu.pk
1651,cloud.roadmaster.pk
1652,cloud.solutionspk.com.pk
1653,cloud.web.pk
1654,cloud1.kips.edu.pk
1655,cloudapps.pk
1656,cloudbytes.pk
1657,cloudcode.pk
1658,cloudex.pk
1659,cloudhosting.pk
1660,cloudpanel.gworkspace.pk
1661,cloudservers.pk
1662,cloudvps.pk
1663,cloudy.com.pk
1664,cloudy.pk
1665,clover.pk
1666,cltr.pulse.gop.pk
1667,club.genesis.pk
1668,club76.pk
1669,clubpkk.com.pk
1670,clusters.pk
1671,cmax.pk
1672,cmcp.gob.pk
1673,cmp-punjab.com.pk
1674,cmpunjabschemes.pk
1675,cms-admin.nooritservices.pk
1676,cms.blinkbroadband.pk
1677,cms.bnu.edu.pk
1678,cms.comsats.edu.pk
1679,cms.dmdmax.com.pk
1680,cms.icp.edu.pk
1681,cms.must.edu.pk
1682,cms.oxfordextend.com.pk
1683,cms.ric.edu.pk
1684,cms.ttsn.net.pk
1685,cms.ulm.edu.pk
1686,cms.uog.edu.pk
1687,cms.uol.edu.pk
1688,cms.uom.edu.pk
1689,cms3.uswat.edu.pk
1690,cmsapi.merisehat.pk
1691,cmscheme.com.pk
1692,cmscheme.pk
1693,cmsindh.gov.pk
1694,cmstravel.pk
1695,cmta.com.pk
1696,cmu.gov.pk
1697,cncautomation.pk
1698,cngfgames.pk
1699,cnic.pk
1700,cnicinformation.com.pk
1701,cnicinformation.net.pk
1702,cnse.com.pk
1703,coca-cola.com.pk
1704,coca-cola.pk
1705,coca-colajourney.com.pk
1706,cockpit.smarttrack.pk
1707,cocobee.com.pk
1708,cocoon.pk
1709,cocotots.pk
1710,cod.callcourier.com.pk
1711,codeit.pk
1712,coffeebean.pk
1713,cokestudio.com.pk
1714,colabs.pk
1715,colgate-palmolive.com.pk
1716,colgate.com.pk
1717,collaborativedesign.com.pk
1718,collabotive.pk
1719,collect.kmu.edu.pk
1720,college.hup.edu.pk
1721,colorprediction.pk
1722,colorshow.pk
1723,columns.pk
1724,com.arshgroup.pk
1725,comedy.goonj.pk
1726,cometgroup.com.pk
1727,comfortkicks.pk
1728,comfortperiod.pk
1729,comfortrealm.pk
1730,comfyfashion.pk
1731,commecscollege.edu.pk
1732,commerce.gov.pk
1733,complaint.mcq.gob.pk
1734,complaint.pta.gov.pk
1735,complaints.mohtasib.gov.pk
1736,computerzone.pk
1737,comsats.edu.pk
1738,comsats.net.pk
1739,comsats.pk
1740,comsec.pk
1741,comsis.edu.pk
1742,comstar.com.pk
1743,conceptstore.pk
1744,concordlogistic.com.pk
1745,condomsoutlet.pk
1746,connect.net.pk
1747,connect.ptcl.com.pk
1748,connectapp.trackingworld.com.pk
1749,connectel.com.pk
1750,connectel.pk
1751,console-staging.daraz.pk
1752,console.cequens.pk
1753,console.daraz.pk
1754,consumers.pk
1755,continentalbiscuits.com.pk
1756,continentaltowels.com.pk
1757,contra2.skyrocket.com.pk
1758,contra5.skyrocket.com.pk
1759,convergence.pk
1760,converter.pk
1761,convocation.superior.edu.pk
1762,convocation.uskt.edu.pk
1763,conwill.com.pk
1764,cookingorbit.pk
1765,coolandcool.pk
1766,copypencil.pk
1767,corecart.pk
1768,corio.pk
1769,corneronline.pk
1770,corp.imtiaz.com.pk
1771,corp.skyhost.pk
1772,corporateportal.jazz.com.pk
1773,corporatetraining.com.pk
1774,corportal.telenor.com.pk
1775,cosmesurgehospital.com.pk
1776,cosmetics.pk
1777,cosmeticswholesale.pk
1778,cosmic.net.pk
1779,cosmicarena.pk
1780,costyo.pk
1781,cothm.edu.pk
1782,cougar.com.pk
1783,coupon.com.pk
1784,couriers.com.pk
1785,couriertracking.pk
1786,courses24.pk
1787,coverlo.pk
1788,covid.gov.pk
1789,covolv.pk
1790,cozmetica.pk
1791,cp.flashnet.com.pk
1792,cp.fpsc.gov.pk
1793,cp.galaxy.net.pk
1794,cp.genesis.pk
1795,cp.leo.net.pk
1796,cp.mansol.com.pk
1797,cp.powerlink.net.pk
1798,cp.softshack.com.pk
1799,cp.xoxo.pk
1800,cp.zu.edu.pk
1801,cp02.bsms.pk
1802,cp14-nl.temok.pk
1803,cp2.punjabhec.gov.pk
1804,cp2.zu.edu.pk
1805,cpanel.amis.com.pk
1806,cpanel.bloon.pk
1807,cpanel.buzzhost.pk
1808,cpanel.cpsd.org.pk
1809,cpanel.eazygl.pk
1810,cpanel.fineartsmaterial.pk
1811,cpanel.inrealtors.pk
1812,cpanel.maic.com.pk
1813,cpanel.phonebolee.pk
1814,cpanel.reefland.com.pk
1815,cpcalendars.actgroup.com.pk
1816,cpcalendars.fliptron.pk
1817,cpcalendars.immigrationexperts.pk
1818,cpcalendars.netwise.pk
1819,cpcalendars.pegasus.com.pk
1820,cpcalendars.petpakfilms.com.pk
1821,cpcontacts.abrarulhaq.pk
1822,cpcontacts.bisemultan.edu.pk
1823,cpcontacts.careercounselor.pk
1824,cpcontacts.duhs.edu.pk
1825,cpcontacts.eads.pk
1826,cpcontacts.hostlint.pk
1827,cpcontacts.id.com.pk
1828,cpcontacts.ithouse.pk
1829,cpcontacts.jumprecruiter.pk
1830,cpcontacts.qistbazaar.pk
1831,cpd.gop.pk
1832,cpd.pec.org.pk
1833,cpec.gov.pk
1834,cplc.org.pk
1835,cpp4.ultimate-solution.com.pk
1836,cppa.gov.pk
1837,cpr.gov.pk
1838,cpsp.edu.pk
1839,crafthouse.pk
1840,crayon.pk
1841,crazevalue.pk
1842,crazyhost.pk
1843,crbt.zong.com.pk
1844,credentials.edu.pk
1845,creditfix.pk
1846,credo.edu.pk
1847,crescentcollege.com.pk
1848,cricket.jazz.com.pk
1849,cricketpakistan.com.pk
1850,crimson.com.pk
1851,crm-api.vivafinance.pk
1852,crm.berlitz.com.pk
1853,crm.bic.edu.pk
1854,crm.bios.pk
1855,crm.fingertips.com.pk
1856,crm.homebridge.pk
1857,crm.master.com.pk
1858,crm.sapphireproperties.com.pk
1859,crm.takafulbazaar.pk
1860,crm.truckistan.pk
1861,crm.weddingapp.pk
1862,crm360.pk
1863,crmx.clicky.pk
1864,cronhealth.udhaar.pk
1865,crossstitch.pk
1866,crowded.pk
1867,crs.pharmedic.com.pk
1868,crushitdigital.pk
1869,crystalshipping.pk
1870,crystolite.com.pk
1871,csa.cle.org.pk
1872,csa.frieslandcampina.com.pk
1873,csa.sbp.org.pk
1874,cscquetta.gov.pk
1875,cscr.pk
1876,csd.gov.pk
1877,csm.tmpl.pk
1878,csn.edu.pk
1879,cspsindh.org.pk
1880,csrmonitors.nepra.org.pk
1881,css.net.pk
1882,cssaspirants.pk
1883,cssforum.com.pk
1884,cssprep.com.pk
1885,ctc.hoster.pk
1886,ctdkppolice.gov.pk
1887,ctexs.pk
1888,ctf-pcc.nccs.pk
1889,ctplahore.gop.pk
1890,ctprwp.gop.pk
1891,ctsp.org.pk
1892,ctti.edu.pk
1893,cu.edu.pk
1894,cubeonline.pk
1895,cubexs.net.pk
1896,cubicle.pk
1897,cuiatd.edu.pk
1898,cuilahore.edu.pk
1899,cuiwah.edu.pk
1900,culturalfusion.pk
1901,culturecolors.pk
1902,cuonline.ciit-attock.edu.pk
1903,cuonline.cuilahore.edu.pk
1904,cuonline.cuiwah.edu.pk
1905,curl.pk
1906,currency.digitalexchange.pk
1907,currenwatches.com.pk
1908,curve.com.pk
1909,cusit.edu.pk
1910,cust.edu.pk
1911,customdesign.pk
1912,customers.nova.net.pk
1913,customizedjewellers.pk
1914,customizemaster.pk
1915,customnews.pk
1916,customstoday.com.pk
1917,cutish.pk
1918,cuvas.edu.pk
1919,cvmaker.pk
1920,cwd1.gkp.pk
1921,cwp.ndma.pk
1922,cwp.unews.pk
1923,cwpmne.pndkp.gov.pk
1924,cwppcsp.pndkp.gov.pk
1925,cxtreme.pk
1926,cyber.net.pk
1927,cyberian.pk
1928,cybermart.pk
1929,cyberpanel.pk
1930,cybgis.net.pk
1931,cycling-world.pk
1932,czone.com.pk
1933,da.shahidbuilders.com.pk
1934,daad.pk
1935,dabang.pk
1936,dablew.pk
1937,dabstore.pk
1938,dadabhoy.edu.pk
1939,dadabhoy.pk
1940,daewoo.com.pk
1941,daewoo.net.pk
1942,daily.pk
1943,dailyaaj.com.pk
1944,dailyfun.pk
1945,dailyindependent.com.pk
1946,dailyinfo.pk
1947,dailykhabrain.com.pk
1948,dailypakistan.com.pk
1949,dailypatti.com.pk
1950,dailyqudrat.pk
1951,dailytimes.com.pk
1952,dailywholesale.pk
1953,daimtraders.pk
1954,dairylife.com.pk
1955,dais.edu.pk
1956,dakaan.pk
1957,dakkhana.com.pk
1958,daldafoundation.pk
1959,daltons.petmania.pk
1960,damadam.pk
1961,damcon.com.pk
1962,dandy.pk
1963,dandydesigns.pk
1964,danoori.pk
1965,danytech.com.pk
1966,dappershop.pk
1967,daraz.pk
1968,darazcenter.pk
1969,darazexpress.pk
1970,dariyakinaray.daryiakinaray.pk
1971,darkweb.com.pk
1972,darlink.pk
1973,darululoomkarachi.edu.pk
1974,darussalam.pk
1975,darvaza.pk
1976,das.duhs.edu.pk
1977,dashboard-skumgmt.oscarpos.pk
1978,dashboard.astore.pk
1979,dashboard.bogo.pk
1980,dashboard.eaudit.pk
1981,dashboard.homenet.com.pk
1982,dashboard.oscar.pk
1983,dashboard.takafulbazaar.pk
1984,dashracegear.com.pk
1985,dastak.silverpoint.com.pk
1986,data.brsp.org.pk
1987,data.bsecure.pk
1988,data.efp.com.pk
1989,datacheck.com.pk
1990,datacorporation.com.pk
1991,datalog.pk
1992,datapool.zong.com.pk
1993,davai.com.pk
1994,dawaai.pk
1995,dawahbooks.com.pk
1996,dawailo.pk
1997,dawlance.com.pk
1998,dayimaan.pk
1999,dazlogistics.pk
2000,dazzle.com.pk
2001,db.hecpm.hec.gov.pk
2002,db.hotline.pk
2003,db.toyzone.pk
2004,dbcenter.pk
2005,dbgroup.pk
2006,dbl.convergence.pk
2007,dbs.jdihs.edu.pk
2008,dc.lhc.gov.pk
2009,dcar.gos.pk
2010,dccl.com.pk
2011,dcode.com.pk
2012,dcore-staging.kisaangroup.pk
2013,ddds.pk
2014,ddns.pk
2015,deal2steal.pk
2016,dealmarkaz.pk
2017,dealo.com.pk
2018,dealon.com.pk
2019,dealsera.pk
2020,dealsexpress.pk
2021,dealsoftheday.pk
2022,dealson.pk
2023,dearjune.pk
2024,decornmore.pk
2025,deeds.pk
2026,deen.pk
2027,deenwear.pk
2028,defence.pk
2029,define.pk
2030,deflorette.pk
2031,defox.pk
2032,delawrence.pk
2033,delesh.com.pk
2034,delivery.meikong.com.pk
2035,deliverychamps.pk
2036,delizia.pk
2037,deluxefootwear.pk
2038,dem3.bytes.pk
2039,demnok.pk
2040,demo.ehost.pk
2041,demo.genesis.pk
2042,demo.hzco.com.pk
2043,demo.lajwantistudio.pk
2044,demo.mobilestore.pk
2045,demo.new.cs.com.pk
2046,demo.oracletech.com.pk
2047,demo.org.pk
2048,demo.parkviewcity.com.pk
2049,demo.squadone.pk
2050,demo2.visiongroup.pk
2051,demos.beyondads.pk
2052,demospy.qodit.pk
2053,den.com.pk
2054,denims.pk
2055,denning.com.pk
2056,dentalaesthetics.pk
2057,dentalnews.pk
2058,dentem.pk
2059,deonline.suit.edu.pk
2060,dependent.pakistantoday.com.pk
2061,deploy.karigar.pk
2062,derma.pk
2063,dermacospakistan.pk
2064,descargarplus.pk
2065,deshi.pk
2066,desicinema.pk
2067,desicinemas.pk
2068,designerbrands.pk
2069,designerlace.pk
2070,designerreplica.pk
2071,designnanimate.pk
2072,designtech.pk
2073,designyourown.pk
2074,desiserials.pk
2075,dev-api.hrconnect.pk
2076,dev-api.hypr.pk
2077,dev-dost.nipponpaint.com.pk
2078,dev-ds-srv.cnse.com.pk
2079,dev.24seven.pk
2080,dev.asaanretail.pk
2081,dev.bcp.net.pk
2082,dev.cybermart.pk
2083,dev.eshoppers.pk
2084,dev.faisal.pk
2085,dev.goodlife.pk
2086,dev.hbl.priceoye.pk
2087,dev.iec.org.pk
2088,dev.ijarah.walee.pk
2089,dev.laam.pk
2090,dev.legalsearch.pk
2091,dev.shaadee.pk
2092,dev.sportsdrive.pk
2093,dev.uot.edu.pk
2094,dev.web.aeroglobe.pk
2095,dev.webnet.com.pk
2096,dev.worksapp.com.pk
2097,dev2.sblogistics.pk
2098,devapi.locally.com.pk
2099,devapi.meidan.pk
2100,devapoursarea.pk
2101,developer.walee.pk
2102,devinvhg.appmakers.pk
2103,devops.usman.net.pk
2104,devsinc.com.pk
2105,dex.com.pk
2106,dfl.com.pk
2107,dfpo.pk
2108,dga.com.pk
2109,dgconcepts.com.pk
2110,dgcs.gos.pk
2111,dgip.gov.pk
2112,dgkmc.edu.pk
2113,dhaagay.com.pk
2114,dhaagey.com.pk
2115,dhabione.pk
2116,dhacsskarachi.edu.pk
2117,dhaga.com.pk
2118,dhai-r.com.pk
2119,dhanak.com.pk
2120,dharealestate.pk
2121,dhics.pk
2122,dhis.ntp.gov.pk
2123,dhis2.ntp.gov.pk
2124,dhis2ict.nhsrc.pk
2125,dialer.talktome.pk
2126,dials.pk
2127,diamondfoamstore.com.pk
2128,diaries.bnu.edu.pk
2129,dib2.finfotech.pk
2130,dietplan.pk
2131,digibizz.gob.pk
2132,digibop.com.pk
2133,digidokaan.pk
2134,digikhata.pk
2135,digilog.pk
2136,digiskills.pk
2137,digisoft.glowlogix.com.pk
2138,digisol.com.pk
2139,digistore.pk
2140,digital.bok.com.pk
2141,digitalaghaz.pk
2142,digitalarch.janggroup.com.pk
2143,digitalbanking.samba.com.pk
2144,digitallandscape.com.pk
2145,digitallibrary.edu.pk
2146,digitalmatrix.pk
2147,digitalmualij.pk
2148,digitalpersona.pk
2149,digitalportal.pk
2150,digitalrightsfoundation.pk
2151,digitalsafar.pk
2152,digitalsystems.com.pk
2153,digitalvoter.pk
2154,digitech.pk
2155,digitrack.landtrack.pk
2156,digitrends.pk
2157,digivance.pk
2158,dikhan.qurtuba.edu.pk
2159,dildilpakistan.pk
2160,diners.com.pk
2161,ding.pk
2162,dirbs.pta.gov.pk
